Similar_Facility_Unit_ID,Facility_Unit.ID,State,Facility_Name,Facility_ID,Unit_ID,Associated_Stacks,Year,Program_Code,Primary_Rep_Info,EPA_Region,NERC_Region,County,County_Code,FIPS_Code,Source_Category,Latitude,Longitude,Owner_Operator,SO2_Phase,NOx_Phase,Unit_Type,Primary_Fuel_Type,Secondary_Fuel_Type,SO2_Controls,NOx_Controls,PM_Controls,Hg_Controls,Commercial_Operation_Date,Operating_Status,Max_Hourly_HI_Rate,Associated_Generators_Capacity,Estimated_NameplateCapacity_MW,min_gen_MW,mean_gen_MW,max_gen_MW,avg_operating_time,non_zero_count,unique_day_hours,start_date,end_date,non_zero_count_CO2,mean_CO2_tons_MW,mean_NOx_lbs_MW,mean_SO2_lbs_MW,mean_Heat_Input_mmBtu,Total_Expected_Points,Time_Slots_Above_3,Reliability_Score_3,Reliability_Label,date_range,CF,mean_CO2_tons_MW_estimate,mean_NOx_lbs_MW_estimate,mean_SO2_lbs_MW_estimate,mean_HI_mmBtu_per_MW,Operation_Year,Age_of_Facility
,2434_U11,NJ,Howard M Down,2434,U11,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2",1136,2,MAAC,Cumberland County,NJ011,11,Electric Utility,39.4889,-75.0347,City of Vineland (Owner)|City of Vineland (Operator),Phase 2,,Combustion turbine,Natural Gas,Diesel Oil,,Water Injection|Selective Catalytic Reduction,,,2012-04-05,Operating,590,11 (64),64,0,54.1647714220078,64,0.86943602113485,17002,5823,2013-01-16,2023-12-31,17412,0.532711746262659,0.156166558337937,0.00542511586579396,484.19817717666,8760,2766,31.5753424657534,Low,4001,,,,,,2012,12
,2440_001,SC,"New-Indy Catawba, LLC",2440,001,,2020,SIPNOX,608784,4,,York County,SC091,91,Pulp & Paper Mill,34.8456,-80.8942,New-Indy Catawba LLC (Owner),,,Tangentially-fired,Residual Oil,Pipeline Natural Gas,,,,,1959-01-01,Operating (Retired 08/12/2020),375,,,,,,,,,,,,,,,,,,,,,,,,,,1959,65
,2442_1,NM,Four Corners Steam Elec Station,2442,1,,2013,ARP,606764,6,,San Juan County,NM045,45,Electric Utility,36.69,-108.4814,Arizona Public Service Company (Owner/Operator)|Arizona Public Service Company (Owner/Operator),Phase 2,Phase 2 Group 1,Dry bottom wall-fired boiler,Coal,,Wet Lime FGD,Low NOx Burner Technology (Dry Bottom only),Wet Scrubber,,1963-05-15,Operating,2046.5,1 (190.08),190.08,0,166.771446862996,191,0.996790439607341,4604,4686,2013-01-01,2013-08-01,4631,1.03359395181774,7.85055110935379,1.72225494215544,1680.67366623986,4824,0,0,Low,212,,,,,,1963,61
,2442_2,NM,Four Corners Steam Elec Station,2442,2,,2013,ARP,606764,6,,San Juan County,NM045,45,Electric Utility,36.69,-108.4814,Arizona Public Service Company (Owner/Operator)|Arizona Public Service Company (Owner/Operator),Phase 2,Phase 2 Group 1,Dry bottom wall-fired boiler,Coal,,Wet Lime FGD,Low NOx Burner Technology (Dry Bottom only),Wet Scrubber,,1963-05-15,Operating,2118.8,2 (190.08),190.08,0,166.334442800789,193,0.997454388560158,7996,8112,2013-01-01,2013-12-30,8108,1.03328597240802,6.980379484253,1.71765721760462,1675.95207199211,8328,0,0,Low,363,,,,,,1963,61
,2442_3,NM,Four Corners Steam Elec Station,2442,3,,2013,ARP,606764,6,,San Juan County,NM045,45,Electric Utility,36.69,-108.4814,Arizona Public Service Company (Owner/Operator)|Arizona Public Service Company (Owner/Operator),Phase 2,Phase 2 Group 1,Dry bottom wall-fired boiler,Coal,,Wet Lime FGD,Low NOx Burner Technology (Dry Bottom only),Wet Scrubber,,1964-08-15,Operating,3522,3 (253.44),253.44,0,200.138561096308,243,0.997392462885421,7734,7881,2013-01-01,2013-12-30,7880,1.1632870527461,6.72244466972507,2.08664515638195,2268.93332001015,8040,0,0,Low,363,,,,,,1964,60
,2442_4,NM,Four Corners Steam Elec Station,2442,4,,2013,ARP,606764,6,,San Juan County,NM045,45,Electric Utility,36.69,-108.4814,Arizona Public Service Company (Owner)|El Paso Electric Company (Owner)|Public Service Company of New Mexico (Owner)|Southern California Edison Company (Owner)|Tucson Electric Power Company (Owner)|Salt River Project (Owner)|Arizona Public Service Company (Operator),Phase 2,Phase 2 Group 2,Cell burner boiler,Coal,,Wet Lime FGD,Low NOx Cell Burner,Baghouse,,1969-06-30,Operating,8455.8,4 (825),825,0,687.189900669019,819,0.997258383180499,70987,8784,2013-01-01,2023-12-31,73334,0.998806233346157,2.85510639486164,0.859371453318558,6690.82621454947,8784,8760,99.7267759562842,High,4016,,,,,,1969,55
,2442_5,NM,Four Corners Steam Elec Station,2442,5,,2013,ARP,606764,6,,San Juan County,NM045,45,Electric Utility,36.69,-108.4814,Arizona Public Service Company (Owner)|El Paso Electric Company (Owner)|Public Service Company of New Mexico (Owner)|Southern California Edison Company (Owner)|Tucson Electric Power Company (Owner)|Salt River Project (Owner)|Arizona Public Service Company (Operator),Phase 2,Phase 2 Group 2,Cell burner boiler,Coal,,Wet Lime FGD,Low NOx Cell Burner,Baghouse,,1970-05-01,Operating,8257.9,5 (825),825,0,664.564005283422,811,0.996697158755586,68655,8784,2013-01-01,2023-12-31,71092,1.04787021495289,2.69012126407372,0.987389853784263,6787.23033856055,8784,8760,99.7267759562842,High,4016,,,,,,1970,54
,2444_6,NM,Rio Grande,2444,6,,2013,ARP,500372,6,WECC,Dona Ana County,NM013,13,Electric Utility,31.8047,-106.5472,El Paso Electric Company (Owner)|El Paso Electric Company (Operator),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,,,,,1957-01-01,Operating,610,6 (50),50,0,23.9977585890134,50,0.993180598934411,26304,8440,2013-01-03,2023-09-15,27177,0.722435341349474,2.33488547831186,0.00646000223549569,291.729527429726,8688,4070,46.8462246777164,Low,3907,,,,,,1957,67
,2444_7,NM,Rio Grande,2444,7,,2013,ARP,500372,6,WECC,Dona Ana County,NM013,13,Electric Utility,31.8047,-106.5472,El Paso Electric Company (Owner)|El Paso Electric Company (Operator),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,,,,,1958-01-01,Operating,615,7 (50),50,0,23.2967084329552,50,0.995205565642584,54681,8742,2013-01-19,2023-11-16,55542,0.694153837487634,1.41195540023119,0.00636910903863338,272.117818900893,8760,7786,88.8812785388128,Medium,3953,,,,,,1958,66
,2444_8,NM,Rio Grande,2444,8,,2013,ARP,500372,6,WECC,Dona Ana County,NM013,13,Electric Utility,31.8047,-106.5472,El Paso Electric Company (Owner)|El Paso Electric Company (Operator),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,,,,,1968-01-01,Operating,1569,8 (166.5),166.5,0,77.3384433630559,155,0.995244156282524,69925,8784,2013-01-01,2023-12-31,71008,0.642575612875115,2.1806739638598,0.00595384710228449,836.226534190318,8784,8760,99.7267759562842,High,4016,,,,,,1968,56
,2444_9,NM,Rio Grande,2444,9,,2014,ARP,500372,6,WECC,Dona Ana County,NM013,13,Electric Utility,31.8047,-106.5472,El Paso Electric Company (Owner)|El Paso Electric Company (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners|Selective Catalytic Reduction,,,2013-04-17,Operating,888.1,9 (106),106,0,64.5376314804098,98,0.934775164244137,28904,8467,2013-05-28,2023-12-09,29375,0.548089795888227,0.0848839150555772,0.00501004946406023,595.207036048609,8784,4801,54.6561930783242,Low,3847,,,,,,2013,11
,2446_051B,NM,Maddox,2446,051B,,2013,ARP,606233,6,SPP,Lea County,NM025,25,Electric Utility,32.7142,-103.3015,Southwestern Public Service Company (Owner)|Southwestern Public Service Company (Operator),Phase 2,,Tangentially-fired,Pipeline Natural Gas,,,Overfire Air,,,1967-07-01,Operating,2155,1 (114),114,0,59.9861744799923,126,0.997865108136794,67789,8784,2013-01-01,2023-12-31,72543,0.617814129362517,1.58890576556873,0.00622542974578205,623.608270486719,8784,8760,99.7267759562842,High,4016,,,,,,1967,57
,2450_1,NM,Reeves Generating Station,2450,1,,2013,ARP,604910,6,WECC,Bernalillo County,NM001,1,Electric Utility,35.1716,-106.6019,Public Service Company of New Mexico (Owner)|Public Service Company of New Mexico (Operator),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,,,,1960-10-01,Operating,623.4,1 (52),52,0,24.0796185714947,47,0.922904226264871,18468,7359,2013-01-07,2023-12-31,21583,0.717642810731422,2.9295362846795,0.00724728177288386,290.778922695922,8736,3086,35.3250915750916,Low,4010,,,,,,1960,64
,2450_2,NM,Reeves Generating Station,2450,2,,2013,ARP,604910,6,WECC,Bernalillo County,NM001,1,Electric Utility,35.1716,-106.6019,Public Service Company of New Mexico (Owner)|Public Service Company of New Mexico (Operator),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,,,,1958-10-01,Operating,623.4,2 (52),52,0,22.8590060715089,47,0.921938385428379,14999,6852,2013-01-11,2023-12-31,17788,0.7301910647884,2.93791255385917,0.00737395724713243,280.862848212278,8376,2515,30.0262655205349,Low,4006,,,,,,1958,66
,2450_3,NM,Reeves Generating Station,2450,3,,2013,ARP,604910,6,WECC,Bernalillo County,NM001,1,Electric Utility,35.1716,-106.6019,Public Service Company of New Mexico (Owner)|Public Service Company of New Mexico (Operator),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,,,,1962-10-01,Operating,872,3 (75),75,0,37.5125200174698,68,0.93237407191731,24198,7893,2013-01-01,2023-12-31,27476,0.677502752514325,2.66042000244495,0.00684144857736632,427.655102198282,8736,4210,48.1913919413919,Low,4016,,,,,,1962,62
,2451_1,NM,San Juan,2451,1,,2022,"ARP, MATS",610031,6,WECC,San Juan County,NM045,45,Electric Utility,36.8006,-108.4386,Tucson Electric Power Company (Owner)|Public Service Company of New Mexico (Owner)|Public Service Company of New Mexico (Operator),Phase 2,Phase 2 Group 1,Dry bottom wall-fired boiler,Coal,,"Wet Limestone (Retired Jun 30, 2022)","Selective Non-catalytic Reduction (Retired Jun 30, 2022)|Low NOx Burner Technology w/ Overfire Air (Retired Jun 30, 2022)","Wet Scrubber (Retired Jun 30, 2022)|Baghouse (Retired Jun 30, 2022)",,1976-12-01,Operating (Retired 06/30/2022),4710,1 (360),360,0,305.457670623145,380,0.995532047477745,64975,8784,2013-01-01,2022-06-30,67373,1.108208816784,2.56966279451173,0.49087353165195,3228.88548522255,8784,8760,99.7267759562842,High,3467,,,,,,1976,48
,2451_2,NM,San Juan,2451,2,,2013,ARP,"602272 (Ended Oct 22, 2013), 604210 (Started Oct 22, 2013)",6,WECC,San Juan County,NM045,45,Electric Utility,36.8006,-108.4386,Tucson Electric Power Company (Owner)|Public Service Company of New Mexico (Owner)|Public Service Company of New Mexico (Operator),Phase 2,Phase 2 Group 1,Dry bottom wall-fired boiler,Coal,,Wet Limestone,Overfire Air,Wet Scrubber|Baghouse,,1973-11-01,Operating,6770,2 (350),350,0,312.832641918475,386,0.99609934962396,36219,8782,2013-01-01,2017-12-20,37349,1.0509088502191,2.86496652928219,0.552951880100264,3136.01576080614,8784,8484,96.5846994535519,High,1814,,,,,,1973,51
,2451_3,NM,San Juan,2451,3,,2013,ARP,"602272 (Ended Oct 22, 2013), 604210 (Started Oct 22, 2013)",6,WECC,San Juan County,NM045,45,Electric Utility,36.8006,-108.4386,South California Public Power Authority (Owner)|Tri-State Generation & Transmission (Owner)|Public Service Company of New Mexico (Owner)|Public Service Company of New Mexico (Operator),Phase 2,Phase 2 Group 1,Dry bottom wall-fired boiler,Coal,,Wet Limestone,Low NOx Burner Technology w/ Overfire Air,Wet Scrubber|Baghouse|Electrostatic Precipitator,,1979-12-01,Operating,7213.9,3 (544),544,0,425.792082536071,570,0.996445674096292,37540,8784,2013-01-01,2017-12-19,38661,1.09861163473822,2.88587477830773,0.987056510615754,4461.25075518436,8784,8670,98.7021857923497,High,1813,,,,,,1979,45
,2451_4,NM,San Juan,2451,4,,2022,"ARP, MATS",610031,6,WECC,San Juan County,NM045,45,Electric Utility,36.8006,-108.4386,City of Farmington Electric Utility System (Owner)|Los Alamos County (Owner)|Utah Associated Municipal Power Systems (Owner)|Public Service Company of New Mexico (Owner)|Public Service Company of New Mexico (Operator),Phase 2,Phase 2 Group 1,Dry bottom wall-fired boiler,Coal,,"Wet Limestone (Retired Sep 29, 2022)","Low NOx Burner Technology w/ Overfire Air (Retired Sep 29, 2022)","Wet Scrubber (Retired Sep 29, 2022)|Baghouse (Retired Sep 29, 2022)|Electrostatic Precipitator (Retired Sep 29, 2022)",,1982-04-01,Operating (Retired 09/30/2022),7749.9,4 (544),544,0,446.053689619733,570,0.99708955121617,71019,8784,2013-01-01,2022-09-29,72957,1.13418554112149,2.6208541160995,0.686769407775571,4825.12200342583,8784,8760,99.7267759562842,High,3558,,,,,,1982,42
,2454_121B,NM,Cunningham,2454,121B,,2013,ARP,606233,6,SPP,Lea County,NM025,25,Electric Utility,32.7131,-103.3533,Southwestern Public Service Company (Owner)|Southwestern Public Service Company (Operator),Phase 2,,Tangentially-fired,Pipeline Natural Gas,,,Overfire Air,,,1957-07-01,Operating,1000,1 (75),75,0,41.111191924535,78,0.996454200828705,42277,8760,2013-01-01,2022-07-13,45371,0.644420884717018,1.75124138568818,0.00641903085674828,445.793628074583,8760,8496,96.986301369863,High,3480,,,,,,1957,67
,2454_122B,NM,Cunningham,2454,122B,,2013,ARP,606233,6,SPP,Lea County,NM025,25,Electric Utility,32.7131,-103.3533,Southwestern Public Service Company (Owner)|Southwestern Public Service Company (Operator),Phase 2,,Tangentially-fired,Pipeline Natural Gas,Other Oil,,Overfire Air,,,1965-07-01,Operating,1902,2 (190.4),190.4,0,98.6882969926448,207,0.997186751969361,64920,8784,2013-01-01,2023-12-31,68927,0.592987639729795,1.56149231060745,0.00595883300750601,984.725804210007,8784,8760,99.7267759562842,High,4016,,,,,,1965,59
,2454_123T,NM,Cunningham,2454,123T,,2013,ARP,606233,6,SPP,Lea County,NM025,25,Electric Utility,32.7131,-103.3533,Southwestern Public Service Company (Owner)|Southwestern Public Service Company (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,1998-06-22,Operating,1246,3 (126.9),126.9,0,90.2300369537275,117,0.964387853470437,24768,8317,2013-01-25,2023-12-31,24894,0.657207890785433,0.668340215556941,0.00650624586276419,997.820039363753,8664,4473,51.6274238227147,Low,3992,,,,,,1998,26
,2454_124T,NM,Cunningham,2454,124T,,2013,ARP,606233,6,SPP,Lea County,NM025,25,Electric Utility,32.7131,-103.3533,Southwestern Public Service Company (Owner)|Southwestern Public Service Company (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Dry Low NOx Burners,,,1998-06-15,Operating,1282,4 (126.9),126.9,0,86.5683515031384,110,0.968020482325735,30108,8661,2013-01-02,2023-12-31,30267,0.689884166073887,0.657759403440054,0.00683395397080778,1004.94637951767,8784,5840,66.4845173041894,Low,4015,,,,,,1998,26
,2480_1,NY,Danskammer Generating Station,2480,1,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2","606423 (Ended Jan 31, 2013), 606993 (Started Jan 31, 2013)",2,NPCC,Orange County,NY071,71,Electric Utility,41.573,-73.9646,Dynegy Power Corporation (Owner/Operator)|Dynegy Power Corporation (Owner/Operator),Phase 2,,Tangentially-fired,Residual Oil,Pipeline Natural Gas,,,,,1951-01-01,Operating,709,1 (72),72,0,22.3342657342657,76,0.919804195804196,400,686,2014-09-03,2023-11-08,715,1.40493337090613,5.75456252739683,1.29033740371971,522.269362237762,1728,0,0,Low,3353,,,,,,1951,73
,2480_2,NY,Danskammer Generating Station,2480,2,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2","606423 (Ended Jan 31, 2013), 606993 (Started Jan 31, 2013)",2,NPCC,Orange County,NY071,71,Electric Utility,41.573,-73.9646,Dynegy Power Corporation (Owner/Operator)|Dynegy Power Corporation (Owner/Operator),Phase 2,,Tangentially-fired,Residual Oil,Pipeline Natural Gas,,,,,1954-01-01,Operating,904,2 (73.5),73.5,0,23.1223404255319,71,0.918204787234043,409,710,2014-09-12,2023-07-19,715,1.30893110190936,6.38393121693122,0.89748918794571,505.902920212766,1752,0,0,Low,3232,,,,,,1954,70
,2480_3,NY,Danskammer Generating Station,2480,3,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2","606423 (Ended Jan 31, 2013), 606993 (Started Jan 31, 2013)",2,NPCC,Orange County,NY071,71,Electric Utility,41.573,-73.9646,Dynegy Power Corporation (Owner/Operator)|Dynegy Power Corporation (Owner/Operator),Phase 2,Phase 2 Group 1,Tangentially-fired,Coal,Pipeline Natural Gas,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,1959-10-01,Operating,1337,3 (147.1),147.1,0,51.1085271317829,151,0.956627906976744,845,1178,2014-12-05,2023-11-21,1284,0.748958759290156,1.62093675109965,0.342808236007887,645.742526356589,2088,1,0.0478927203065134,Low,3273,,,,,,1959,65
,2480_4,NY,Danskammer Generating Station,2480,4,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2","606423 (Ended Jan 31, 2013), 606993 (Started Jan 31, 2013)",2,NPCC,Orange County,NY071,71,Electric Utility,41.573,-73.9646,Dynegy Power Corporation (Owner/Operator)|Dynegy Power Corporation (Owner/Operator),Phase 2,Phase 2 Group 1,Tangentially-fired,Coal,Pipeline Natural Gas,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,1967-09-01,Operating,2419,4 (239.4),239.4,0,68.3860911270983,243,0.957250199840128,1070,1168,2014-11-08,2023-09-08,1244,1.04499116316583,2.78356688992531,0.639159717595353,1186.62870823341,2016,0,0,Low,3226,,,,,,1967,57
,2490_20,NY,Arthur Kill,2490,20,CS0002,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI",500603,2,NPCC,Richmond County,NY085,85,Electric Utility,40.5915,-74.2027,"Arthur Kill Power, LLC (Owner)|NRG Energy, Inc (Operator)",Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,,,,1959-08-01,Operating,3717,"GT1 (16.3), 2 (376.2)",392.5,0,130.313904900325,373,0.995121310717294,59362,8690,2013-01-01,2023-12-09,60547,0.616121576412818,0.701817390390712,0.00622036342684949,1351.02373985499,8736,8244,94.3681318681319,High,3994,,,,,,1959,65
,2490_30,NY,Arthur Kill,2490,30,CS0002,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI",500603,2,NPCC,Richmond County,NY085,85,Electric Utility,40.5915,-74.2027,"Arthur Kill Power, LLC (Owner)|NRG Energy, Inc (Operator)",Phase 2,,Tangentially-fired,Pipeline Natural Gas,,,,,,1969-06-01,Operating,5502,3 (535.5),535.5,0,182.254949299855,553,0.988928493042448,21818,7619,2013-01-04,2023-10-27,22781,0.618913278098243,0.822490611881164,0.00624836161321788,1898.07615758746,7968,4118,51.6817269076305,Low,3948,,,,,,1969,55
,2493_1,NY,East River,2493,1,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI",2490,2,,New York County,NY061,61,Cogeneration,40.7281,-73.9742,"Consolidated Edison of New York, Inc. (Owner)|Consolidated Edison of New York, Inc. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Ammonia Injection|Selective Catalytic Reduction,,,2005-03-08,Operating,3165,1 (180),180,0,160.516371405252,309,0.998613711652024,83290,8784,2013-01-01,2023-12-31,83316,0.62526256428532,0.0764022103427489,0.0064014774052307,1688.65463506409,8784,8759,99.7153916211293,High,4016,,,,,,2005,19
,2493_2,NY,East River,2493,2,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI",2490,2,,New York County,NY061,61,Cogeneration,40.7281,-73.9742,"Consolidated Edison of New York, Inc. (Owner)|Consolidated Edison of New York, Inc. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Ammonia Injection|Selective Catalytic Reduction,,,2005-03-13,Operating,3165,2 (180),180,0,159.72660360056,308,0.998524904676867,82840,8784,2013-01-01,2023-12-31,82876,0.62152262186627,0.0775075199233209,0.00636967178550757,1670.29722899271,8784,8760,99.7267759562842,High,4016,,,,,,2005,19
,2496_CT0003,NY,Hudson Avenue,2496,CT0003,,2023,,,2,NPCC,Kings County,NY047,47,Electric Utility,40.7052,-73.9807,"Consolidated Edison of New York, Inc. (Owner)|Consolidated Edison of New York, Inc. (Operator)",,,Combustion turbine,Other Oil,,,,,,1970-07-01,Retired,235,GT3 (16.3),16.3,14,14,14,0.938923076923077,260,249,2013-05-10,2022-08-26,65,1.07681318681319,18.473489010989,,220.65,1488,0,0,Low,3395,,,,,,1970,54
,2496_CT0004,NY,Hudson Avenue,2496,CT0004,,2020,,,2,NPCC,Kings County,NY047,47,Electric Utility,40.7052,-73.9807,"Consolidated Edison of New York, Inc. (Owner)|Consolidated Edison of New York, Inc. (Operator)",,,Combustion turbine,Other Oil,,,,,,1970-07-01,Retired,235,4 (16.3),16.3,14,14,14,0.993055555555556,72,68,2013-06-19,2017-08-10,0,,16.0013888888889,,233.368055555556,480,0,0,Low,1513,,,,,,1970,54
,2496_CT0005,NY,Hudson Avenue,2496,CT0005,,2023,,,2,NPCC,Kings County,NY047,47,Electric Utility,40.7052,-73.9807,"Consolidated Edison of New York, Inc. (Owner)|Consolidated Edison of New York, Inc. (Operator)",,,Combustion turbine,Other Oil,,,,,,1970-07-01,Retired,235,GT5 (16.3),16.3,14,14,14,0.975714285714286,203,191,2013-06-20,2022-10-14,33,1.17532467532468,21.0084447572132,,229.294088669951,1008,0,0,Low,3403,,,,,,1970,54
,2500_10,NY,Ravenswood Generating Station,2500,10,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI",604462,2,NPCC,Queens County,NY081,81,Electric Utility,40.7585,-73.9451,"TC  Ravenswood, LLC (Owner)|TC Ravenswood Services Corp. (Operator)",Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,Overfire Air,,,1963-02-01,Operating,4204,1 (400),400,0,156.496518913901,389,0.994152355534927,34109,8402,2013-01-01,2023-11-07,34472,0.641786246734787,0.752566141180274,0.120643758522178,1668.65478190996,8496,5747,67.6435969868173,Low,3962,,,,,,1963,61
,2500_20,NY,Ravenswood Generating Station,2500,20,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI",604462,2,NPCC,Queens County,NY081,81,Electric Utility,40.7585,-73.9451,"TC  Ravenswood, LLC (Owner)|TC Ravenswood Services Corp. (Operator)",Phase 2,,Tangentially-fired,Residual Oil,Pipeline Natural Gas,,Overfire Air,,,1963-05-01,Operating,4171,2 (400),400,0,158.539870579843,400,0.994929430347498,39059,8784,2013-01-01,2023-12-01,39252,0.618075322107142,0.732905915741377,0.0889626077875214,1633.08944604097,8784,7076,80.5555555555556,Medium,3986,,,,,,1963,61
,2500_30,NY,Ravenswood Generating Station,2500,30,,2013,"ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI",604462,2,NPCC,Queens County,NY081,81,Electric Utility,40.7585,-73.9451,"TC  Ravenswood, LLC (Owner)|TC Ravenswood Services Corp. (Operator)",Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,,,,1965-06-01,Operating,9379,3 (1027.7),1027.7,0,378.635905335387,1030,0.992556598048826,21333,6719,2013-02-11,2023-12-19,21423,0.634428200544978,0.852235678973489,0.0764355668612912,4009.48390379499,7104,3684,51.8581081081081,Low,3963,,,,,,1965,59
,2500_CT0001,NY,Ravenswood Generating Station,2500,CT0001,,2023,"RGGI, SIPNOX",605624,2,NPCC,Queens County,NY081,81,Electric Utility,40.7585,-73.9451,"Helix Ravenswood, LLC (Owner)|Helix Ravenswood, LLC (Operator)",,,Combustion turbine,Pipeline Natural Gas,,,,,,1967-07-01,Operating (Retired 05/01/2023),243,GT1 (18.6),18.6,0,6.53046594982079,18,1,278,257,2013-05-17,2021-03-04,6,0.791163556531284,17.425027442371,,162.554838709677,1560,1,0.0641025641025641,Low,2848,,,,,,1967,57
,2500_CT0004,NY,Ravenswood Generating Station,2500,CT0004,,2020,SIPNOX,605624,2,NPCC,Queens County,NY081,81,Electric Utility,40.7585,-73.9451,"Helix Ravenswood, LLC (Owner)|Helix Ravenswood, LLC (Operator)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1970-09-01,Operating (Retired 09/29/2020),235,GT4 (21.2),21.2,1,12.6950354609929,15,1,141,140,2013-05-29,2015-09-29,0,,2.77575418994413,,146.182978723404,792,0,0,Low,853,,,,,,1970,54
,2500_CT0005,NY,Ravenswood Generating Station,2500,CT0005,,2020,SIPNOX,605624,2,NPCC,Queens County,NY081,81,Electric Utility,40.7585,-73.9451,"Helix Ravenswood, LLC (Owner)|Helix Ravenswood, LLC (Operator)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,1970-08-01,Operating (Retired 09/29/2020),235,GT5 (21.2),21.2,0,12.0714285714286,17,1,55,54,2013-05-29,2015-09-28,0,,3.50502958579882,,175.575,504,0,0,Low,852,,,,,,1970,54
